Motions with difficulty > 5:
Motion: ACCAD_Female1Gestures_c3d_D5_-_Random_Stuff_2_stageii.pkl, Difficulty: 14.07
Motion: HDM05_mm_HDM_mm_03-03_02_120_stageii.pkl, Difficulty: 87.11
Motion: HDM05_mm_HDM_mm_03-03_02_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_mm_HDM_mm_04-01_01_120_stageii.pkl, Difficulty: 91.96
Motion: HDM05_mm_HDM_mm_04-01_01_120_stageii.pkl, Difficulty: 88.37
Motion: HDM05_mm_HDM_mm_04-01_01_120_stageii.pkl, Difficulty: 38.28
Motion: HDM05_mm_HDM_mm_04-01_01_120_stageii.pkl, Difficulty: 73.56
Motion: HDM05_mm_HDM_mm_04-01_02_120_stageii.pkl, Difficulty: 76.30
Motion: HDM05_mm_HDM_mm_04-01_02_120_stageii.pkl, Difficulty: 28.30
Motion: HDM05_tr_HDM_tr_02-01_02_120_stageii.pkl, Difficulty: 91.15
Motion: HDM05_tr_HDM_tr_03-10_02_120_stageii.pkl, Difficulty: 82.44
Motion: HDM05_tr_HDM_tr_03-10_02_120_stageii.pkl, Difficulty: 45.96
Motion: HDM05_tr_HDM_tr_04-01_01_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_tr_HDM_tr_04-01_01_120_stageii.pkl, Difficulty: 83.25
Motion: HDM05_tr_HDM_tr_05-03_01_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_tr_HDM_tr_05-03_01_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_tr_HDM_tr_05-03_02_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_tr_HDM_tr_05-03_02_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_tr_HDM_tr_05-03_03_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_tr_HDM_tr_05-03_03_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_tr_HDM_tr_05-03_04_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_tr_HDM_tr_05-03_04_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_tr_HDM_tr_05-03_04_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_tr_HDM_tr_05-03_04_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_tr_HDM_tr_06-01_01_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_tr_HDM_tr_06-01_01_120_stageii.pkl, Difficulty: 99.99
Motion: HDM05_tr_HDM_tr_06-01_01_120_stageii.pkl, Difficulty: 99.68
Motion: HUMAN4D_Subject1_Karim_INF_LayingDown_S1_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject1_Karim_INF_LayingDown_S1_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject1_Karim_INF_LayingDown_S1_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject1_Karim_INF_LayingDown_S1_01_stageii.pkl, Difficulty: 80.79
Motion: HUMAN4D_Subject1_Karim_INF_SittingDown_S1_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject1_Karim_INF_SittingDown_S1_01_stageii.pkl, Difficulty: 78.85
Motion: HUMAN4D_Subject1_Karim_RGB_LayingDown_S1_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject1_Karim_RGB_LayingDown_S1_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject1_Karim_RGB_SitingFloor_S1_02_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject1_Karim_RGB_WatchingScaryMovie_S1_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject2_Aude_INF_LayingDown_S2_02_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject2_Aude_INF_LayingDown_S2_02_stageii.pkl, Difficulty: 80.00
Motion: HUMAN4D_Subject2_Aude_INF_SittingFloor_S2_01_stageii.pkl, Difficulty: 49.23
Motion: HUMAN4D_Subject2_Aude_INF_SittingFloor_S2_01_stageii.pkl, Difficulty: 65.65
Motion: HUMAN4D_Subject2_Aude_INF_WatchingScaryMovie_S2_01_stageii.pkl, Difficulty: 18.54
Motion: HUMAN4D_Subject2_Aude_RGB_LayingDown_S2_01_stageii.pkl, Difficulty: 87.11
Motion: HUMAN4D_Subject2_Aude_RGB_LayingDown_S2_01_stageii.pkl, Difficulty: 68.61
Motion: HUMAN4D_Subject2_Aude_RGB_SittingFloor_S2_01_stageii.pkl, Difficulty: 93.77
Motion: HUMAN4D_Subject2_Aude_RGB_StretchingTalking_S2_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject3_Medhi_INF_Bending_S3_01_stageii.pkl, Difficulty: 70.00
Motion: HUMAN4D_Subject3_Medhi_INF_LayingDown_S3_01_stageii.pkl, Difficulty: 82.08
Motion: HUMAN4D_Subject3_Medhi_INF_LayingDown_S3_01_stageii.pkl, Difficulty: 87.49
Motion: HUMAN4D_Subject3_Medhi_INF_SittingFloor_S3_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject3_Medhi_RGB_LayingDown_S3_01_stageii.pkl, Difficulty: 19.67
Motion: HUMAN4D_Subject3_Medhi_RGB_LayingDown_S3_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject3_Medhi_RGB_SittingFloor_S3_01_stageii.pkl, Difficulty: 10.97
Motion: HUMAN4D_Subject3_Medhi_RGB_SittingFloor_S3_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject3_Medhi_RGB_SittingFloor_S3_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject4_Carine_INF_Bending_S4_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject4_Carine_INF_LayingDown_S4_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject4_Carine_INF_LayingDown_S4_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject4_Carine_INF_SittingDown_S4_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject4_Carine_INF_SittingDown_S4_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject4_Carine_RGB_Bending_S4_01_stageii.pkl, Difficulty: 66.97
Motion: HUMAN4D_Subject4_Carine_RGB_Bending_S4_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject4_Carine_RGB_LayingDown_S4_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject4_Carine_RGB_LayingDown_S4_01_stageii.pkl, Difficulty: 73.53
Motion: HUMAN4D_Subject4_Carine_RGB_LayingDown_S4_01_stageii.pkl, Difficulty: 100.00
Motion: HUMAN4D_Subject4_Carine_RGB_SittingDown_S4_01_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_11_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_11_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_11_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_12_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_12_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_12_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_14_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_14_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_14_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_15_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_17_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_17_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_17_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_18_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_18_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_912_3_18_stageii.pkl, Difficulty: 100.00
Motion: KIT_3_downstaris09_stageii.pkl, Difficulty: 100.00
Motion: KIT_200_Handstand05_stageii.pkl, Difficulty: 100.00
Motion: KIT_200_Handstand06_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_11_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_11_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_11_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_12_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_12_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_12_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_14_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_14_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_14_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_15_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_17_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_17_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_17_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_18_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_18_stageii.pkl, Difficulty: 100.00
Motion: KIT_912_912_3_18_stageii.pkl, Difficulty: 100.00
Motion: MoSh_50026_stretches_1_stageii.pkl, Difficulty: 100.00
Motion: PosePrior_03099_op1_stageii.pkl, Difficulty: 100.00
Motion: PosePrior_03099_op1_stageii.pkl, Difficulty: 100.00
Motion: PosePrior_03099_op3_stageii.pkl, Difficulty: 11.57
Motion: PosePrior_03099_op3_stageii.pkl, Difficulty: 89.32
Motion: PosePrior_03099_op3_stageii.pkl, Difficulty: 100.00
Motion: PosePrior_03099_op4_stageii.pkl, Difficulty: 100.00
Motion: PosePrior_03099_op4_stageii.pkl, Difficulty: 100.00
Motion: PosePrior_03099_op5_stageii.pkl, Difficulty: 100.00
Motion: PosePrior_03099_op8_stageii.pkl, Difficulty: 100.00
Motion: PosePrior_03101_ulr1a001_stageii.pkl, Difficulty: 39.01
Motion: PosePrior_03101_ulr1c_stageii.pkl, Difficulty: 82.89
Motion: PosePrior_03101_ulr1c_stageii.pkl, Difficulty: 100.00
Motion: PosePrior_03101_ulr1d_stageii.pkl, Difficulty: 100.00
Motion: PosePrior_03101_ulr1d_stageii.pkl, Difficulty: 100.00
Motion: PosePrior_03101_ulr1d_stageii.pkl, Difficulty: 100.00
Motion: SFU_0007_0007_Cartwheel001_stageii.pkl, Difficulty: 100.00
Motion: SFU_0007_0007_Crawling001_stageii.pkl, Difficulty: 100.00
Motion: SFU_0007_0007_Crawling001_stageii.pkl, Difficulty: 62.96
Motion: SFU_0012_0012_JumpAndRoll001_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_JumpAndRoll001_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_JumpAndRoll001_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_JumpAndRoll001_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_JumpingOnBench001_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_JumpingOnBench001_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_JumpingOnBench001_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_ParkourRoll001_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_RunningOnBench001_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_RunningOnBench002_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_RunningOnBench002_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_RunningOnBench002_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_RunningOnBench002_stageii.pkl, Difficulty: 100.00
Motion: SFU_0017_0017_WushuKicks001_stageii.pkl, Difficulty: 100.00
Motion: SFU_0018_0018_Bridge001_stageii.pkl, Difficulty: 100.00
Motion: SOMA_soma_subject1_random_003_stageii.pkl, Difficulty: 26.47
Motion: SOMA_soma_subject1_random_003_stageii.pkl, Difficulty: 100.00
Motion: SOMA_soma_subject1_random_003_stageii.pkl, Difficulty: 100.00
Motion: SOMA_soma_subject1_sit_003_stageii.pkl, Difficulty: 87.49
Motion: SOMA_soma_subject1_sit_003_stageii.pkl, Difficulty: 90.15
Motion: SOMA_soma_subject2_sit_003_stageii.pkl, Difficulty: 96.75
Motion: SOMA_soma_subject2_sit_003_stageii.pkl, Difficulty: 97.59
Motion: TotalCapture_s4_freestyle1_stageii.pkl, Difficulty: 68.98
Motion: TotalCapture_s4_freestyle3_stageii.pkl, Difficulty: 24.20
Motion: TotalCapture_s4_freestyle3_stageii.pkl, Difficulty: 97.62
Motion: WEIZMANN_67_Fast_SShapeRL(4)_stageii.pkl, Difficulty: 100.00
Motion: WEIZMANN_68_Fast_CircleCCW(2)_stageii.pkl, Difficulty: 100.00
Motion: WEIZMANN_68_Fast_CircleCCW(2)_stageii.pkl, Difficulty: 100.00
Motion: WEIZMANN_68_Fast_CircleCCW(2)_stageii.pkl, Difficulty: 80.60
Motion: WEIZMANN_68_Fast_CircleCCW(2)_stageii.pkl, Difficulty: 22.65
Motion: WEIZMANN_68_Fast_CircleCCW(2)_stageii.pkl, Difficulty: 58.85
Motion: WEIZMANN_68_Fast_CircleCW(1)_stageii.pkl, Difficulty: 27.83
Motion: WEIZMANN_68_Fast_CircleCW(1)_stageii.pkl, Difficulty: 99.00
Motion: WEIZMANN_68_Normal_SShapeLR(10)_stageii.pkl, Difficulty: 100.00
Motion: WEIZMANN_68_Normal_StraightLong(2)_stageii.pkl, Difficulty: 100.00
Motion: WEIZMANN_68_Normal_StraightLong(6)_stageii.pkl, Difficulty: 15.26
Motion: WEIZMANN_68_Normal_StraightLong(8)_stageii.pkl, Difficulty: 100.00
Motion: WEIZMANN_68_Normal_StraightLong(12)_stageii.pkl, Difficulty: 100.00
Motion: WEIZMANN_70_Slow_SShapeRL(22)_stageii.pkl, Difficulty: 14.39
